operating_country,channel_name,pmi_product_family,brand_tier,wholesaler_tier,weeks,shipments_units,avg_price_realization,avg_list_price,avg_net_price,avg_leakage_per_unit
South Africa,Key Accounts,Oral Nicotine,Value,T1,7,18,7,1095.333333,1095.333333,0
Sudan,Key Accounts,Cigarettes,Core,T1,7,8,7,243.5,243.5,0
Sudan,Retail,Cigarettes,Premium,T2,7,15,7,451.5,451.5,0
Zambia,E-Commerce,Cigarettes,Core,T3,7,15,7,374.3333333,374.3333333,0
Zambia,Retail,Cigarettes,Value,T2,7,32,7,196.7182254,196.7182254,0
Thailand,Retail,Oral Nicotine,Value,T2,10,43,7.09999643,1081.660229,733.8023143,347.8579143
Philippines,E-Commerce,Oral Nicotine,Value,T3,10,29,7.100000285,1740.5556,1216.75,523.8056
Philippines,Key Accounts,Oral Nicotine,Core,T1,10,69,7.124139975,1380.88895,965.8333625,415.0555875
Honduras,E-Commerce,Heated Tobacco,Premium,T3,12,37,7.190000693,1122.590633,672.2222,450.3684333
Peru,Retail,Cigarettes,Core,T2,12,43,7.199988647,615.43056,369.25828,246.17228
New Zealand,E-Commerce,Oral Nicotine,Core,T3,8,29,7.199999728,1808.7223,1574.8333,233.889
Thailand,Retail,Heated Tobacco,Core,T2,10,30,7.199999875,1450.9206,1020.2667,430.6539
Turkey,E-Commerce,Oral Nicotine,Core,T3,18,52,7.2,2937.8125,1175.125,1762.6875
Panama,Retail,Oral Nicotine,Core,T2,12,46,7.200002251,1070.8175,642.4905,428.327
Panama,E-Commerce,Cigarettes,Value,T3,12,58,7.200005374,248.473457,149.0840954,99.38936159
Panama,E-Commerce,Cigarettes,Premium,T3,12,59,7.200021089,316.0382429,189.6230524,126.4151905
Thailand,E-Commerce,Cigarettes,Value,T3,12,54,7.25177465,847.39262,637.3499883,210.0426317
Philippines,Key Accounts,Oral Nicotine,Value,T1,10,40,7.400002682,1850.5086,1346.650843,503.8577571
Dominican Republic,Key Accounts,Oral Nicotine,Premium,T1,12,67,7.440728749,1493.445209,907.7731018,585.6721071
Vietnam,Key Accounts,Cigarettes,Value,T1,9,49,7.46999595,713.681475,592.3554875,121.3259875
Vietnam,Key Accounts,Cigarettes,Premium,T1,9,45,7.470000912,467.9670286,388.4126429,79.55438571
South Korea,Retail,Cigarettes,Value,T2,15,74,7.499994096,633.1595238,316.5797619,316.5797619
Nigeria,Retail,Heated Tobacco,Core,T2,25,52,7.499999949,5660.460377,1698.138067,3962.32231
Japan,Retail,Heated Tobacco,Value,T2,8,29,7.5,1319.4166,1186.2166,133.2
Argentina,Retail,Oral Nicotine,Value,T2,14,54,7.500000913,2708.910633,1185.679767,1523.230867
Netherlands,E-Commerce,Cigarettes,Premium,T3,15,58,7.500003571,749.5951667,374.7976333,374.7975333
Sweden,Key Accounts,Cigarettes,Value,T1,15,73,7.500008676,752.6651011,376.3326656,376.3324356
Spain,Key Accounts,Heated Tobacco,Core,T1,8,30,7.524148406,1033.997922,967.83332,66.16460182
Vietnam,Retail,Oral Nicotine,Value,T2,11,45,7.529999451,1726.1552,1176.738,549.4172
Guatemala,Key Accounts,Oral Nicotine,Core,T1,8,37,7.6,915.5448333,819.6025333,95.9423
Turkey,Key Accounts,Oral Nicotine,Core,T1,19,48,7.6,3241.125,1296.45,1944.675
Guatemala,E-Commerce,Oral Nicotine,Core,T3,8,31,7.600000355,1197.0834,1094.0418,103.0416
Italy,E-Commerce,Heated Tobacco,Value,T3,10,46,7.600000916,1211.8915,917.9583,293.9332
Tanzania,E-Commerce,Cigarettes,Value,T3,8,20,7.716699756,364.2553095,340.7738095,23.4815
Thailand,Retail,Oral Nicotine,Core,T2,11,54,7.729997796,1625.07071,1105.543128,519.5275821
Vietnam,Retail,Oral Nicotine,Core,T2,11,50,7.729999934,1197.99145,809.6131,388.37835
Honduras,Key Accounts,Heated Tobacco,Premium,T1,14,56,7.79799955,1197.252991,648.9145545,548.3384364
Chile,Retail,Oral Nicotine,Core,T2,8,23,7.8,763.50832,700.88332,62.625
Nigeria,E-Commerce,Cigarettes,Premium,T3,26,92,7.800002423,817.4209633,245.226325,572.1946383
Argentina,Key Accounts,Oral Nicotine,Value,T1,13,58,7.80000292,1061.792283,637.0754333,424.71685
Argentina,Retail,Oral Nicotine,Core,T2,13,40,7.800003088,1340.7578,804.4548,536.303
Indonesia,E-Commerce,Heated Tobacco,Core,T3,11,47,7.910707282,1885.649276,1313.514706,572.1345706
Netherlands,Retail,Oral Nicotine,Premium,T2,14,68,7.963381884,2994.380833,1536.869233,1457.5116
Colombia,Key Accounts,Heated Tobacco,Value,T1,8,24,7.994678162,681.0911429,680.4809857,0.610157143
Dominican Republic,Key Accounts,Heated Tobacco,Premium,T1,10,51,7.996000254,811.9791,649,162.9791
Netherlands,Key Accounts,Cigarettes,Core,T1,16,67,7.99999943,601.9762214,300.9880429,300.9881786
Algeria,Key Accounts,Cigarettes,Core,T1,8,40,8,188.5356857,188.5356857,0
Algeria,Retail,Oral Nicotine,Value,T2,8,16,8,1686.5,1686.5,0
Austria,Key Accounts,Heated Tobacco,Value,T1,8,35,8,1121.719645,1121.719645,0
Austria,Retail,Heated Tobacco,Core,T2,8,39,8,1402.353727,1402.353727,0
Austria,Retail,Oral Nicotine,Core,T2,8,23,8,1084.0357,1084.0357,0
Belarus,Retail,Cigarettes,Premium,T2,8,34,8,163.6250167,163.6250167,0
Cameroon,Key Accounts,Cigarettes,Value,T1,8,15,8,135,135,0
Cameroon,Retail,Cigarettes,Core,T2,8,24,8,711.1666667,711.1666667,0
Cameroon,Retail,Cigarettes,Premium,T2,8,17,8,544.5833,544.5833,0
Chile,Key Accounts,Cigarettes,Value,T1,8,41,8,468.1880714,468.1880714,0
Chile,Retail,Oral Nicotine,Value,T2,8,37,8,904.5714,904.5714,0
Colombia,E-Commerce,Cigarettes,Premium,T3,8,50,8,311.6314171,311.6314171,0
Cote d'Ivoire,Retail,Cigarettes,Premium,T2,8,28,8,296.2819872,296.2819872,0
Cuba,E-Commerce,Oral Nicotine,Core,T3,8,36,8,725.9166625,725.9166625,0
Cuba,E-Commerce,Oral Nicotine,Premium,T3,8,27,8,701.4167,701.4167,0
Democratic Republic of the Congo,Key Accounts,Heated Tobacco,Value,T1,8,14,8,1312.916667,1312.916667,0
Democratic Republic of the Congo,Retail,Oral Nicotine,Value,T2,8,20,8,1474.25,1474.25,0
Egypt,Key Accounts,Heated Tobacco,Core,T1,8,22,8,1028.6667,1028.6667,0
Egypt,Key Accounts,Heated Tobacco,Premium,T1,8,21,8,960.7777778,960.7777778,0
El Salvador,E-Commerce,Oral Nicotine,Value,T3,8,37,8,573.7222,573.7222,0
Guatemala,E-Commerce,Cigarettes,Core,T3,8,56,8,282.4844826,282.4844826,0
Guatemala,E-Commerce,Heated Tobacco,Core,T3,8,33,8,1163.0417,1163.0417,0
Guatemala,Key Accounts,Oral Nicotine,Premium,T1,8,30,8,885.2072,885.2072,0
Hungary,Retail,Cigarettes,Core,T2,8,17,8,204,204,0
Iran,E-Commerce,Oral Nicotine,Value,T3,8,17,8,1850.375,1850.375,0
Iran,Key Accounts,Heated Tobacco,Premium,T1,8,11,8,1851,1851,0
Iran,Key Accounts,Oral Nicotine,Core,T1,8,23,8,1202.75,1202.75,0
Iran,Key Accounts,Oral Nicotine,Premium,T1,8,18,8,1868.642857,1868.642857,0
Iran,Key Accounts,Oral Nicotine,Value,T1,8,9,8,1404,1404,0
Israel,Key Accounts,Cigarettes,Core,T1,8,21,8,294.25,294.25,0
Japan,E-Commerce,Cigarettes,Premium,T3,8,24,8,169.7499333,169.7499333,0
Kenya,Key Accounts,Cigarettes,Premium,T1,8,17,8,423.0833333,423.0833333,0
Kyrgyzstan,Retail,Cigarettes,Value,T2,8,25,8,956.699975,956.699975,0
Malaysia,Key Accounts,Cigarettes,Core,T1,8,36,8,319.9951429,319.9951429,0
Malaysia,Retail,Cigarettes,Core,T2,8,33,8,252.8412,252.8412,0
Malaysia,Retail,Heated Tobacco,Premium,T2,8,40,8,1905.419823,1905.419823,0
Nicaragua,E-Commerce,Oral Nicotine,Premium,T3,8,28,8,1386.1429,1386.1429,0
Nicaragua,E-Commerce,Oral Nicotine,Value,T3,8,24,8,993.0001,993.0001,0
Norway,Retail,Cigarettes,Premium,T2,8,23,8,250.9583,250.9583,0
Poland,Retail,Oral Nicotine,Premium,T2,8,19,8,833.6,833.6,0
Romania,Key Accounts,Cigarettes,Premium,T1,8,29,8,276.9166333,276.9166333,0
Romania,Retail,Oral Nicotine,Value,T2,8,25,8,1679.433333,1679.433333,0
Russia,Retail,Oral Nicotine,Value,T2,8,15,8,2293.25,2293.25,0
Saudi Arabia,Retail,Heated Tobacco,Core,T2,8,14,8,2051.5,2051.5,0
Saudi Arabia,Retail,Oral Nicotine,Value,T2,8,35,8,1163.14998,1163.14998,0
South Africa,E-Commerce,Heated Tobacco,Core,T3,8,18,8,1132.25,1132.25,0
South Africa,E-Commerce,Heated Tobacco,Premium,T3,8,15,8,1304.5,1304.5,0
South Africa,Retail,Oral Nicotine,Premium,T2,8,12,8,1967,1967,0
Switzerland,Retail,Cigarettes,Core,T2,8,34,8,170.6190667,170.6190667,0
Ukraine,Key Accounts,Heated Tobacco,Premium,T1,8,17,8,1770.85,1770.85,0
Ukraine,Key Accounts,Oral Nicotine,Premium,T1,8,30,8,1182.1667,1182.1667,0
Zambia,Retail,Cigarettes,Premium,T2,8,23,8,422.2857143,422.2857143,0
Netherlands,Retail,Heated Tobacco,Core,T2,16,78,8.000000634,3072.3409,1536.1705,1536.1704
Netherlands,Retail,Heated Tobacco,Premium,T2,16,60,8.000000748,2538.33325,1269.16675,1269.1665
Pakistan,Retail,Cigarettes,Premium,T2,16,64,8.000002625,978.519,489.2596,489.2594
Netherlands,Key Accounts,Cigarettes,Premium,T1,16,90,8.000009575,531.8359563,265.9181,265.9178563
Pakistan,Key Accounts,Cigarettes,Value,T1,16,73,8.000015774,839.4490611,419.7247056,419.7243556
Thailand,Key Accounts,Cigarettes,Value,T1,13,53,8.074933654,447.73375,300.4917,147.24205
Dominican Republic,Key Accounts,Oral Nicotine,Core,T1,12,47,8.085605218,1528.576782,1013.455345,515.1214364
Panama,Key Accounts,Heated Tobacco,Value,T1,14,68,8.088000356,1808.9,1029.7441,779.1559
Argentina,Key Accounts,Cigarettes,Premium,T1,14,88,8.094519999,943.0302501,559.6642622,383.365988
Panama,Retail,Oral Nicotine,Value,T2,14,66,8.100002404,1903.374887,1082.358413,821.016475
Dominican Republic,Key Accounts,Oral Nicotine,Value,T1,13,58,8.175791211,1634.888986,1041.628571,593.2604143
Argentina,Retail,Heated Tobacco,Value,T2,14,69,8.38668035,1731.884386,1037.061879,694.8225071
Peru,Retail,Cigarettes,Premium,T2,14,67,8.399993275,479.9815778,287.9888639,191.9927139
Argentina,E-Commerce,Cigarettes,Premium,T3,16,68,8.399994297,427.01725,247.5913083,179.4259417
Turkey,Key Accounts,Heated Tobacco,Core,T1,21,65,8.399999577,3540.729133,1416.291633,2124.4375
Italy,E-Commerce,Oral Nicotine,Premium,T3,11,36,8.424675461,1704.6667,1322.1667,382.5
Tanzania,Retail,Cigarettes,Core,T2,9,27,8.448517537,520.5401889,476.3055889,44.2346
Thailand,Key Accounts,Cigarettes,Premium,T1,14,63,8.498029981,1011.094523,627.8499917,383.2445317
Netherlands,E-Commerce,Cigarettes,Value,T3,17,80,8.4999973,665.8571222,332.9285444,332.9285778
Japan,Key Accounts,Oral Nicotine,Core,T1,9,41,8.5,930.5976,854.8833,75.7143
Japan,Key Accounts,Cigarettes,Value,T1,9,50,8.500000108,372.74881,303.44882,69.29999
Sweden,Retail,Cigarettes,Premium,T2,17,62,8.500005366,390.8715,195.4357,195.4358
Vietnam,Retail,Heated Tobacco,Value,T2,13,60,8.589998863,2088.7685,1519.2071,569.5614
Spain,E-Commerce,Heated Tobacco,Premium,T3,9,44,8.599999487,1959.8338,1902.9226,56.9112
Japan,Retail,Oral Nicotine,Value,T2,9,37,8.6,2144.875025,1967.500025,177.375
Indonesia,E-Commerce,Oral Nicotine,Value,T3,12,52,8.784231375,2311.003975,1712.901175,598.1028
Thailand,Retail,Heated Tobacco,Value,T2,13,34,8.790000856,2194.5964,1528.75,665.8464
Turkey,Retail,Oral Nicotine,Premium,T2,22,64,8.799998576,4810.86909,1924.347576,2886.521514
Turkey,Key Accounts,Oral Nicotine,Premium,T1,22,71,8.799999575,3365.236709,1346.094664,2019.142045
Italy,Key Accounts,Oral Nicotine,Premium,T1,14,45,8.900000058,2995.809557,1603.190443,1392.619114
Indonesia,E-Commerce,Oral Nicotine,Premium,T3,12,49,8.940268901,3149.293737,2102.756,1046.537738
Guatemala,Key Accounts,Heated Tobacco,Core,T1,9,45,8.990087002,1304.8413,1303.094511,1.746788889
Panama,Retail,Heated Tobacco,Core,T2,15,79,8.990378018,1518.00987,909.27258,608.73729
Nicaragua,Key Accounts,Heated Tobacco,Premium,T1,9,42,8.995999711,732.3124,731.7666,0.5458
Nicaragua,Key Accounts,Heated Tobacco,Value,T1,9,35,8.996000464,597.8041,597.238,0.5661
Pakistan,Retail,Cigarettes,Core,T2,18,82,8.999980935,1005.738217,502.868889,502.8693276
Algeria,Key Accounts,Cigarettes,Value,T1,9,16,9,254.75,254.75,0
Bangladesh,E-Commerce,Cigarettes,Core,T3,9,36,9,369.3749,369.3749,0
Bangladesh,Retail,Heated Tobacco,Value,T2,9,34,9,2246.9524,2246.9524,0
Canada,Retail,Heated Tobacco,Premium,T2,9,16,9,1910.5,1910.5,0
Canada,Retail,Heated Tobacco,Value,T2,9,15,9,1300.25,1300.25,0
Canada,Retail,Oral Nicotine,Core,T2,9,20,9,1866.1667,1866.1667,0
Cote d'Ivoire,Key Accounts,Cigarettes,Core,T1,9,22,9,318.875,318.875,0
Democratic Republic of the Congo,E-Commerce,Cigarettes,Premium,T3,9,22,9,272.999975,272.999975,0
Democratic Republic of the Congo,Retail,Heated Tobacco,Core,T2,9,32,9,2234.659557,2234.659557,0
Japan,Key Accounts,Cigarettes,Premium,T1,9,53,9,606.883025,606.883025,0
Japan,Key Accounts,Heated Tobacco,Value,T1,9,53,9,1496.71089,1496.71089,0
Kenya,Retail,Cigarettes,Core,T2,9,25,9,250.5833,250.5833,0
Malaysia,Key Accounts,Cigarettes,Premium,T1,9,40,9,185.8301476,185.8301476,0
Nicaragua,E-Commerce,Oral Nicotine,Core,T3,9,38,9,572.13342,572.13342,0
Poland,E-Commerce,Cigarettes,Core,T3,9,25,9,364.874975,364.874975,0
Poland,Retail,Heated Tobacco,Premium,T2,9,25,9,1368.25,1368.25,0
Russia,Key Accounts,Heated Tobacco,Premium,T1,9,18,9,1084.3333,1084.3333,0
Russia,Retail,Heated Tobacco,Value,T2,9,34,9,933.8667,933.8667,0
Saudi Arabia,E-Commerce,Cigarettes,Value,T3,9,30,9,447.8583,447.8583,0
Saudi Arabia,Key Accounts,Heated Tobacco,Core,T1,9,19,9,1297.916667,1297.916667,0
Saudi Arabia,Key Accounts,Heated Tobacco,Premium,T1,9,19,9,1720.8333,1720.8333,0
Saudi Arabia,Retail,Oral Nicotine,Core,T2,9,15,9,1518.3333,1518.3333,0
Senegal,Retail,Cigarettes,Core,T2,9,37,9,512.9167,512.9167,0
Senegal,Retail,Heated Tobacco,Value,T2,9,20,9,2322.875,2322.875,0
Singapore,Retail,Heated Tobacco,Premium,T2,9,30,9,818.1167,818.1167,0
South Africa,Key Accounts,Heated Tobacco,Premium,T1,9,25,9,1642.9333,1642.9333,0
Switzerland,Retail,Cigarettes,Premium,T2,9,56,9,260.5833375,260.5833375,0
Switzerland,Retail,Cigarettes,Value,T2,9,47,9,314.1786075,314.1786075,0
Pakistan,Retail,Oral Nicotine,Core,T2,12,57,9.000000743,1982.827333,1034.690467,948.1368667
Vietnam,E-Commerce,Cigarettes,Premium,T3,11,55,9.129980713,837.30948,694.9666,142.34288
Netherlands,Retail,Oral Nicotine,Value,T2,14,66,9.19999651,1864.6807,1049.111,815.5697
Dominican Republic,E-Commerce,Oral Nicotine,Value,T3,14,60,9.202732431,1135.086851,798.0416097,337.0452417
Philippines,E-Commerce,Oral Nicotine,Premium,T3,13,48,9.449996929,2233.5385,1602.2222,631.3163
Japan,Retail,Oral Nicotine,Core,T2,10,48,9.5,1422.282062,1361.782062,60.5
Indonesia,E-Commerce,Oral Nicotine,Core,T3,12,60,9.559997801,2154.847523,1898.818133,256.0293898
New Zealand,Key Accounts,Oral Nicotine,Value,T1,12,44,9.565874835,1760.7222,1305.999967,454.7222333
Nigeria,E-Commerce,Cigarettes,Core,T3,32,97,9.599995957,1168.075411,350.4225857,817.652825
Peru,Retail,Cigarettes,Value,T2,16,75,9.600003134,479.3067929,287.5841456,191.7226473
Philippines,Key Accounts,Oral Nicotine,Premium,T1,13,60,9.649998958,2106.7969,1565.1746,541.6223
Tanzania,Key Accounts,Cigarettes,Core,T1,10,26,9.710374069,639.8094786,594.3928286,45.41665
Colombia,Retail,Oral Nicotine,Core,T2,10,57,9.8,1583.140522,1460.265522,122.875
New Zealand,Key Accounts,Heated Tobacco,Value,T1,11,41,9.800000536,1860.291633,1692.458333,167.8333
Guatemala,Key Accounts,Oral Nicotine,Value,T1,10,33,9.83029453,1231.4,1170.9,60.5
Tanzania,Key Accounts,Cigarettes,Premium,T1,10,27,9.86901647,373.8889,352,21.8889
Nigeria,Retail,Heated Tobacco,Premium,T2,33,69,9.899999862,5904.166617,1771.249967,4132.91665
Italy,E-Commerce,Heated Tobacco,Premium,T3,11,42,9.939307043,1564.2334,1394.3,169.9334
Vietnam,E-Commerce,Cigarettes,Core,T3,12,62,9.959998002,909.0870117,754.5421649,154.5448468
Vietnam,Key Accounts,Cigarettes,Core,T1,12,62,9.960002449,327.3775867,271.7234556,55.65413111
Philippines,E-Commerce,Cigarettes,Premium,T3,16,91,9.975496033,979.0462069,719.4543222,259.5918847
Colombia,Retail,Heated Tobacco,Premium,T2,10,28,9.998000055,907.257,906.75,0.507
Algeria,E-Commerce,Cigarettes,Core,T3,10,24,10,377.45,377.45,0
Algeria,E-Commerce,Cigarettes,Value,T3,10,30,10,548.79998,548.79998,0
Austria,E-Commerce,Cigarettes,Premium,T3,10,45,10,478.59999,478.59999,0
Austria,E-Commerce,Cigarettes,Value,T3,10,70,10,412.8196,412.8196,0
Austria,Retail,Heated Tobacco,Value,T2,10,53,10,1131.6886,1131.6886,0
Bangladesh,Retail,Oral Nicotine,Value,T2,10,56,10,1721.5317,1721.5317,0
Belgium,Retail,Cigarettes,Core,T2,10,32,10,333.65,333.65,0
Bulgaria,Retail,Cigarettes,Core,T2,10,27,10,434.4166,434.4166,0
Bulgaria,Retail,Cigarettes,Premium,T2,10,41,10,347.1654154,347.1654154,0
Cameroon,Key Accounts,Cigarettes,Premium,T1,10,23,10,379.3333333,379.3333333,0
Cameroon,Retail,Cigarettes,Value,T2,10,17,10,680.75,680.75,0
Canada,Retail,Oral Nicotine,Value,T2,10,19,10,1123.75,1123.75,0
Chile,Retail,Cigarettes,Core,T2,10,43,10,522.8547,522.8547,0
Democratic Republic of the Congo,Key Accounts,Heated Tobacco,Premium,T1,10,18,10,1263.833333,1263.833333,0
Democratic Republic of the Congo,Retail,Heated Tobacco,Premium,T2,10,24,10,2424.6667,2424.6667,0
Democratic Republic of the Congo,Retail,Oral Nicotine,Premium,T2,10,30,10,1857.625,1857.625,0
Ghana,Retail,Cigarettes,Value,T2,10,28,10,1087.875025,1087.875025,0
Guatemala,E-Commerce,Oral Nicotine,Value,T3,10,40,10,722.9071,722.9071,0
Iraq,Retail,Heated Tobacco,Value,T2,10,23,10,1839.1667,1839.1667,0
Iraq,Retail,Oral Nicotine,Premium,T2,10,18,10,1167.5,1167.5,0
Israel,Retail,Cigarettes,Premium,T2,10,20,10,185.3333333,185.3333333,0
Morocco,Retail,Heated Tobacco,Premium,T2,10,17,10,1864.75,1864.75,0
Morocco,Retail,Oral Nicotine,Premium,T2,10,23,10,2044,2044,0
Morocco,Retail,Oral Nicotine,Value,T2,10,30,10,1240.3333,1240.3333,0
New Zealand,E-Commerce,Heated Tobacco,Premium,T3,10,37,10,1441.583367,1441.583367,0
Poland,E-Commerce,Cigarettes,Value,T3,10,37,10,1106.533367,1106.533367,0
Poland,Key Accounts,Cigarettes,Premium,T1,10,34,10,351.18328,351.18328,0
Romania,Retail,Heated Tobacco,Premium,T2,10,27,10,1799.0833,1799.0833,0
Russia,Key Accounts,Oral Nicotine,Core,T1,10,39,10,1010.75,1010.75,0
Saudi Arabia,Retail,Heated Tobacco,Value,T2,10,40,10,2391.777744,2391.777744,0
Senegal,Retail,Cigarettes,Premium,T2,10,36,10,377.4166667,377.4166667,0
South Africa,Key Accounts,Heated Tobacco,Value,T1,10,20,10,1143.375,1143.375,0
South Africa,Key Accounts,Oral Nicotine,Core,T1,10,31,10,1316.833367,1316.833367,0
South Africa,Retail,Oral Nicotine,Value,T2,10,18,10,2540.9,2540.9,0
Ukraine,Retail,Heated Tobacco,Core,T2,10,25,10,1865.1667,1865.1667,0
Ukraine,Retail,Oral Nicotine,Value,T2,10,26,10,1936,1936,0
Zambia,Retail,Cigarettes,Core,T2,10,38,10,671.6626556,671.6626556,0
Argentina,Key Accounts,Cigarettes,Core,T1,18,95,10.11429694,249.1441429,144.5817857,104.5623571
Argentina,Key Accounts,Cigarettes,Value,T1,18,91,10.13796099,447.02746,262.0753899,184.9520702
Thailand,Key Accounts,Cigarettes,Core,T1,18,78,10.14585942,1207.95281,755.4440125,452.5087975
Dominican Republic,Key Accounts,Heated Tobacco,Value,T1,14,65,10.19600093,1297.273367,895.0167333,402.2566333
Venezuela,Retail,Cigarettes,Premium,T2,17,98,10.19999558,505.2091143,303.1254732,202.0836411
Honduras,Retail,Oral Nicotine,Value,T2,17,77,10.19999768,1627.414677,976.4486874,650.9659896
Argentina,Retail,Oral Nicotine,Premium,T2,18,70,10.1999991,2497.6905,1263.6142,1234.0763
Dominican Republic,E-Commerce,Heated Tobacco,Value,T3,13,47,10.38725017,1490.981729,1191.15,299.8317286
Turkey,Key Accounts,Heated Tobacco,Value,T1,26,64,10.39999948,3574.285681,1429.714252,2144.571429
Honduras,Retail,Heated Tobacco,Premium,T2,18,57,10.4952829,2413.70115,1430.5167,983.18445
Nigeria,Key Accounts,Cigarettes,Value,T1,35,117,10.49999957,1038.929353,311.6787864,727.2505671
Japan,Key Accounts,Cigarettes,Core,T1,11,49,10.5,389.42378,374.67378,14.75
New Zealand,E-Commerce,Oral Nicotine,Premium,T3,13,49,10.5527498,2433.52498,1940.125,493.39998
Spain,E-Commerce,Oral Nicotine,Premium,T3,11,46,10.59999955,1409.7977,1357.1143,52.6834
Thailand,Retail,Cigarettes,Value,T2,16,93,10.60729678,1214.466601,855.0484273,359.4181736
Philippines,E-Commerce,Oral Nicotine,Core,T3,15,60,10.64999943,2965.3404,2012.8471,952.4933
Netherlands,Retail,Oral Nicotine,Core,T2,19,88,10.66169561,3222.6737,1544.016686,1678.657014
Venezuela,Retail,Cigarettes,Core,T2,18,81,10.79999415,682.3355039,409.4012684,272.9342355
Colombia,Retail,Heated Tobacco,Core,T2,11,51,10.98999968,1582.0434,1580.2381,1.8053
Nicaragua,Retail,Heated Tobacco,Premium,T2,11,50,10.99447721,1314.770258,1313.988958,0.7813
El Salvador,Key Accounts,Heated Tobacco,Premium,T1,11,48,10.99799984,1420.20671,1420.01431,0.1924
Spain,Key Accounts,Oral Nicotine,Premium,T1,12,46,10.99999965,2606.2334,1965.4,640.8334
Algeria,Key Accounts,Cigarettes,Premium,T1,11,40,11,573.2787879,573.2787879,0
Austria,Retail,Oral Nicotine,Premium,T2,11,35,11,2865.0096,2865.0096,0
Bangladesh,Retail,Cigarettes,Premium,T2,11,60,11,269.5671051,269.5671051,0
Canada,Retail,Heated Tobacco,Core,T2,11,40,11,1914.666667,1914.666667,0
Chile,Retail,Cigarettes,Premium,T2,11,51,11,363.0096,363.0096,0
Ghana,Retail,Cigarettes,Premium,T2,11,36,11,274.58328,274.58328,0
Iraq,Key Accounts,Heated Tobacco,Value,T1,11,18,11,1639.25,1639.25,0
Iraq,Retail,Oral Nicotine,Value,T2,11,20,11,1286.5,1286.5,0
Israel,Retail,Cigarettes,Core,T2,11,32,11,430.9762333,430.9762333,0
Kenya,Retail,Cigarettes,Value,T2,11,24,11,1116.15,1116.15,0
Morocco,Key Accounts,Heated Tobacco,Core,T1,11,50,11,1919.1012,1919.1012,0
Morocco,Key Accounts,Oral Nicotine,Value,T1,11,15,11,1317,1317,0
Morocco,Retail,Heated Tobacco,Value,T2,11,19,11,1866.8333,1866.8333,0
Mozambique,Retail,Cigarettes,Premium,T2,11,23,11,445.15,445.15,0
Mozambique,Retail,Cigarettes,Value,T2,11,31,11,514.8749667,514.8749667,0
Nicaragua,E-Commerce,Cigarettes,Value,T3,11,59,11,190.3547286,190.3547286,0
Poland,Key Accounts,Cigarettes,Value,T1,11,21,11,648.8333333,648.8333333,0
Romania,Retail,Cigarettes,Core,T2,11,30,11,395.5833,395.5833,0
Russia,E-Commerce,Cigarettes,Premium,T3,11,43,11,613.1761321,613.1761321,0
South Africa,E-Commerce,Cigarettes,Core,T3,11,33,11,503.5833,503.5833,0
South Africa,Retail,Oral Nicotine,Core,T2,11,27,11,1506.875,1506.875,0
Ukraine,E-Commerce,Cigarettes,Premium,T3,11,29,11,298.7833333,298.7833333,0
Ukraine,Retail,Oral Nicotine,Premium,T2,11,21,11,2556.5,2556.5,0
Spain,Key Accounts,Oral Nicotine,Core,T1,12,55,11.2,2542.382,2178.4445,363.9375
Brazil,E-Commerce,Heated Tobacco,Premium,T3,14,75,11.25777581,1653.047064,1272.368045,380.6790182
Venezuela,Retail,Cigarettes,Value,T2,19,105,11.39997904,708.1502917,424.8900542,283.2602375
Panama,Key Accounts,Cigarettes,Premium,T1,19,90,11.40000872,946.0065093,567.6040429,378.4024664
United Kingdom,Key Accounts,Oral Nicotine,Core,T1,14,69,11.53663567,2485.086169,2328.154452,156.9317167
Turkey,Retail,Oral Nicotine,Value,T2,29,75,11.59999984,5261.666633,2104.666633,3157
Turkey,Key Accounts,Heated Tobacco,Premium,T1,29,81,11.60000063,4668.238167,1867.29531,2800.942857
Honduras,Key Accounts,Oral Nicotine,Core,T1,20,58,11.69999637,2776.9445,1577.1666,1199.7779
Tanzania,Retail,Cigarettes,Premium,T2,12,45,11.69999823,928.1131,907.0464,21.0667
Italy,Key Accounts,Oral Nicotine,Core,T1,14,49,11.69999959,1853.45,1535.4,318.05
Dominican Republic,E-Commerce,Oral Nicotine,Core,T3,18,85,11.75823486,1849.652911,1140.015122,709.6377889
New Zealand,Key Accounts,Heated Tobacco,Core,T1,15,50,11.80000009,2543.3333,2163.5,379.8333
New Zealand,E-Commerce,Cigarettes,Premium,T3,16,69,11.80000117,1035.16116,791.5,243.66116
